AEM CN Equity,AQN CN Equity,ATD CN Equity,BMO CN Equity,BNS CN Equity,ABX CN Equity,BCE CN Equity,BAM CN Equity,BN CN Equity,BIP-U CN Equity,CAE CN Equity,CCO CN Equity,CAR-U CN Equity,CM CN Equity,CNR CN Equity,CNQ CN Equity,CP CN Equity,CTC/A CN Equity,CCL/B CN Equity,CVE CN Equity,GIB/A CN Equity,CSU CN Equity,DOL CN Equity,EMA CN Equity,ENB CN Equity,FM CN Equity,FSV CN Equity,FTS CN Equity,FNV CN Equity,WN CN Equity,GIL CN Equity,H CN Equity,IMO CN Equity,IFC CN Equity,K CN Equity,L CN Equity,MG CN Equity,MFC CN Equity,MRU CN Equity,NA CN Equity,NTR CN Equity,OTEX CN Equity,PPL CN Equity,POW CN Equity,QSR CN Equity,RCI/B CN Equity,RY CN Equity,SAP CN Equity,SHOP CN Equity,SLF CN Equity,SU CN Equity,TRP CN Equity,TECK/B CN Equity,T CN Equity,TRI CN Equity,TD CN Equity,TOU CN Equity,WCN CN Equity,WPM CN Equity,WSP CN Equity
69.51,11.59,67.58,119.44,67.79,25.16,60.98,43.35,42.78,44.84,30.24,35.5,47.5,56.84,157.3,37.15,102.7,173.67,66.2,23.45,128.51,2494.83,80.85,55.85,51.52,30.75,187.63,57.72,197.26,176.45,44.21,39.02,67.99,192.26,6.4,122.69,70.34,24.57,73.22,96.08,98.3,51.34,43.48,34.3,88.19,64.5,128.46,35.2,62.91,62.51,41.94,47.963,48.9,27.2,181.2944,80.34,55.68,186.63,65.11,173.7
68.85,11.34,68.0,120.8,68.08,25.09,60.54,44.27,44.03,45.67,30.56,35.39,47.41,57.1,159.47,37.395,104.07,176.37,67.14,23.58,130.25,2540.91,80.77,55.52,51.4,31.07,190.43,57.45,197.13,179.1,44.9,38.48,68.73,193.42,6.36,123.17,72.39,24.8,74.34,96.67,99.9,52.13,43.78,34.54,90.73,62.64,130.16,34.97,64.6,63.14,41.96,47.8901,49.25,26.83,187.7677,80.95,56.32,188.1,65.09,177.03
70.54,11.24,67.49,121.52,67.4,25.23,60.87,42.89,43.37,45.53,30.89,35.17,46.79,57.72,160.02,39.7,103.66,178.07,66.51,25.5,131.24,2519.11,80.87,55.15,52.38,32.29,188.93,56.9,202.04,178.16,45.33,38.46,72.94,196.72,6.42,123.83,71.8,24.95,74.15,97.33,99.48,51.54,44.38,34.59,90.53,61.42,130.94,34.86,63.97,63.52,44.6,48.546,58.6,26.97,182.3837,82.68,55.54,187.15,66.01,175.91
74.47,11.29,66.43,120.08,67.07,26.39,62.31,42.76,42.85,45.05,31.0,34.18,46.9,57.14,161.76,39.72,103.82,178.99,66.24,25.05,131.55,2578.47,81.47,55.93,52.32,32.09,189.4,57.62,208.14,181.2,45.35,38.96,72.66,196.18,6.81,125.78,70.33,24.79,75.17,97.06,98.3,51.64,44.22,34.43,89.15,63.4,130.46,34.93,64.02,63.17,43.55,48.9833,58.29,27.43,183.0995,81.41,56.04,186.16,67.28,173.84
75.3,11.47,66.73,119.5,67.5,26.49,63.15,42.53,42.49,45.19,31.02,33.8,46.55,56.83,157.63,39.67,102.02,178.23,66.25,24.72,130.74,2562.33,81.97,57.21,52.83,31.78,186.55,59.18,206.91,180.78,43.0,39.59,72.57,197.63,6.78,125.91,68.95,24.97,75.24,96.28,96.13,51.24,44.39,34.48,88.87,64.43,130.33,35.06,60.85,63.07,43.08,49.703,56.83,28.01,182.7156,79.41,55.7,184.57,66.9,166.1
76.27,11.6,67.1,119.52,67.48,26.59,62.95,42.65,42.57,45.75,31.44,34.03,47.06,57.04,159.84,39.43,102.42,180.88,67.67,23.98,130.04,2583.96,82.26,57.67,52.57,31.59,189.16,59.67,207.73,180.76,42.45,39.8,72.24,197.15,6.8,126.0,68.96,25.07,75.95,97.08,91.68,51.55,44.29,34.55,89.01,64.17,130.55,35.5,61.18,63.19,42.61,50.0491,59.37,27.98,182.975,79.65,56.77,185.86,66.87,170.44
75.93,11.67,67.58,120.54,67.61,26.29,62.89,42.58,42.55,45.93,32.2,34.13,47.0,57.28,159.08,39.565,102.38,177.25,68.87,23.99,131.33,2609.67,82.18,57.85,52.74,31.1,189.97,59.63,206.34,180.54,43.1,39.84,72.91,194.59,6.72,125.68,71.19,25.23,75.71,97.71,96.12,51.74,44.77,34.7,89.61,65.76,131.17,35.35,61.24,63.61,42.99,50.1767,57.76,28.13,182.2695,80.0,57.98,186.8,65.85,171.04
76.52,11.79,67.93,120.47,68.07,26.17,63.13,42.93,42.98,46.75,32.39,34.13,47.19,57.77,160.11,39.955,102.92,179.2,67.98,24.26,131.9,2633.53,82.42,58.28,53.37,32.96,188.88,60.17,207.23,181.45,43.27,40.14,73.77,196.86,6.91,126.69,72.09,25.39,75.87,97.06,98.68,52.13,45.09,34.88,90.26,65.62,131.78,35.41,60.34,63.84,43.53,50.6139,58.29,28.21,180.2778,81.46,59.65,188.67,66.72,172.66
77.59,11.72,67.47,121.02,68.04,26.39,63.24,43.17,43.07,46.6,32.24,34.04,47.67,57.68,162.28,40.135,103.64,178.63,68.1,24.26,132.5,2618.77,81.94,58.25,53.37,32.83,190.34,60.07,208.84,180.4,42.95,40.55,74.22,198.51,6.94,125.99,72.15,25.42,75.74,97.1,97.08,52.14,45.07,35.16,89.5,65.7,131.87,34.45,60.89,64.02,43.83,51.4611,57.82,28.25,181.5226,80.73,58.98,191.44,68.23,173.32
79.06,11.83,67.72,121.23,68.47,26.76,64.11,44.71,43.87,48.01,32.14,35.19,47.69,57.7,161.97,40.96,103.83,179.86,68.07,23.84,133.92,2627.89,81.82,58.01,53.42,34.8,191.12,59.69,209.28,178.0,42.82,40.39,73.89,199.43,7.09,125.13,72.21,25.53,75.05,97.3,97.24,52.9,45.25,35.2,89.51,65.72,132.09,34.38,60.99,63.95,43.4,51.7071,59.43,28.44,181.5745,80.87,60.02,191.88,69.64,173.35
78.01,11.54,67.95,121.58,68.46,26.29,63.55,44.79,43.42,47.92,31.46,35.0,47.71,57.96,163.57,41.425,104.44,180.71,66.45,23.43,134.82,2654.32,82.8,57.69,53.56,34.44,193.46,59.29,208.67,180.06,42.8,39.67,74.61,198.47,7.14,126.16,72.59,25.61,75.53,98.1,97.46,52.47,45.3,35.17,90.25,65.84,132.67,35.03,61.99,64.11,43.6,51.5158,60.48,28.31,180.091,81.3,60.49,191.3,68.01,175.39
77.0,11.37,66.76,122.9,68.61,25.92,64.08,44.35,43.86,47.8,32.05,34.85,47.89,57.96,163.9,41.115,105.29,181.17,65.57,23.7,133.43,2622.45,83.27,57.84,53.64,34.85,195.49,59.46,207.52,178.05,42.53,39.82,74.36,197.57,6.92,124.14,72.85,25.82,75.15,98.11,100.3,52.21,44.88,35.33,91.2,65.35,133.09,35.4,64.98,64.54,43.32,51.6342,65.15,28.34,180.5267,81.6,61.1,192.93,66.6,176.03
76.71,10.78,66.45,123.53,69.05,26.02,63.81,44.08,43.98,47.96,31.93,34.78,47.76,58.14,164.28,40.92,106.68,183.1,64.94,24.02,132.59,2603.79,83.5,57.79,53.52,35.37,191.64,59.39,207.29,176.64,43.34,39.91,73.18,199.47,6.96,122.73,73.29,26.18,74.81,98.96,99.0,51.88,44.54,35.42,92.22,65.34,134.3,35.35,65.92,64.94,42.48,50.8781,64.44,28.37,181.118,83.3,61.38,191.46,67.04,175.67
75.78,10.84,66.62,123.87,69.01,25.89,63.8,44.34,44.6,47.64,31.74,34.37,47.77,58.44,164.79,40.95,107.91,183.82,64.49,23.91,132.38,2601.33,83.41,57.9,53.52,34.26,196.32,59.73,204.84,177.23,43.36,39.95,72.47,199.25,6.82,123.08,72.26,26.22,75.28,98.86,98.42,51.36,44.58,35.66,92.03,65.27,134.69,35.6,66.01,65.14,41.55,51.0512,64.21,28.5,181.6575,83.65,60.6,192.39,66.17,177.18
76.48,10.93,66.79,123.94,68.79,25.87,63.95,44.15,44.78,47.76,31.43,34.46,47.94,58.19,165.28,40.27,108.82,182.48,65.13,23.9,132.34,2607.35,83.94,57.83,53.07,33.72,195.71,59.53,206.14,177.53,43.45,39.75,71.77,200.42,6.85,122.92,71.46,26.17,75.26,98.98,97.11,51.48,44.24,35.61,93.03,65.18,134.75,35.11,64.78,65.32,41.24,51.0512,62.76,28.41,183.9086,83.5,60.24,193.81,66.5,178.03
76.17,11.4,67.7,123.46,68.19,25.81,64.44,44.15,45.08,47.62,31.26,34.53,48.16,57.7,166.53,40.495,110.06,183.0,65.55,23.69,134.31,2638.04,84.77,58.4,53.23,31.69,197.56,59.82,206.31,179.72,44.03,39.96,71.94,203.44,6.73,124.91,71.15,26.19,76.28,99.22,95.6,51.19,44.25,35.93,94.16,65.12,135.3,35.47,66.27,65.27,41.2,50.8144,62.01,28.73,186.4502,83.55,59.87,196.36,66.51,178.68
76.02,11.54,67.45,123.26,67.65,25.84,64.48,44.27,45.18,47.77,31.0,34.59,48.15,57.34,168.26,40.905,110.06,183.73,65.35,24.18,133.71,2652.1,84.83,58.09,53.35,31.91,197.19,59.69,205.74,181.46,44.04,39.94,71.96,204.51,6.8,125.74,71.95,26.25,76.84,99.03,96.41,50.93,44.68,35.85,94.42,64.41,133.47,35.36,65.02,65.31,41.43,50.0036,61.28,28.8,186.3569,82.73,60.96,192.55,66.86,178.19
76.8,11.47,66.58,120.72,66.41,26.14,64.68,44.3,43.3,47.1,30.73,35.59,48.49,55.51,161.63,40.28,108.12,180.59,64.36,23.17,132.79,2634.98,84.48,58.82,53.49,31.17,195.03,60.07,208.31,179.95,43.02,40.43,70.49,203.88,6.84,125.73,70.93,25.84,76.82,97.96,94.77,50.58,44.28,35.68,94.02,64.59,131.76,34.92,63.52,65.12,40.71,50.5684,58.96,28.51,185.7241,81.12,60.43,192.69,67.57,178.29
76.28,11.37,66.66,121.55,66.57,25.89,64.46,43.95,42.26,46.99,30.46,35.79,48.43,55.99,159.24,40.135,105.71,180.96,63.93,22.32,138.21,2658.46,84.84,58.7,53.35,32.18,197.88,59.86,206.58,181.44,43.24,39.98,69.39,204.15,6.82,127.5,70.82,25.9,77.11,98.03,94.23,50.74,44.16,35.77,94.05,66.37,132.27,34.88,63.31,65.22,39.93,50.0947,61.35,28.49,184.1576,81.14,58.74,191.3,66.56,179.5
76.92,11.41,67.54,121.75,67.35,26.05,65.2,45.19,43.48,47.31,30.67,36.07,49.27,56.66,160.85,40.445,105.99,181.01,63.85,21.89,137.65,2654.67,84.87,58.65,53.43,33.01,200.01,59.88,208.59,182.34,43.49,39.96,69.5,204.0,6.91,127.89,70.46,26.41,77.14,100.24,93.75,51.47,44.2,35.82,94.65,66.76,133.59,34.94,65.84,66.14,41.29,50.2222,62.09,28.71,185.2676,82.07,58.39,186.16,67.82,180.12
76.86,11.52,67.62,122.13,67.63,25.76,65.12,45.42,43.96,47.23,30.49,37.25,49.63,56.8,161.5,41.28,106.8,177.61,63.71,22.74,137.51,2642.31,83.92,57.8,53.87,32.97,203.8,59.49,205.58,181.92,44.12,39.68,69.06,204.94,6.83,127.43,70.64,26.75,77.22,101.03,93.99,51.31,44.6,36.29,94.98,66.94,134.51,35.08,65.64,66.46,42.42,51.2972,63.11,28.72,184.8215,82.07,60.87,188.46,66.85,178.81
75.76,11.45,67.27,121.71,67.48,25.74,65.45,45.28,43.57,47.27,30.54,37.58,49.36,56.54,162.35,40.8,107.4,177.77,65.2,22.29,138.53,2695.0,85.3,57.66,53.6,33.99,201.23,59.52,208.86,182.36,43.94,39.75,67.88,206.17,6.79,128.5,70.54,26.83,78.16,101.19,94.72,51.17,44.6,36.42,95.62,67.26,134.37,34.65,64.04,66.4,41.77,51.3518,61.65,28.6,185.7655,81.99,61.04,188.53,66.33,180.25
79.21,11.55,67.24,118.26,65.93,26.97,65.36,43.9,41.93,46.57,30.02,36.69,48.85,55.09,161.24,38.985,106.43,175.63,63.88,21.07,139.15,2731.95,84.5,58.06,52.54,33.62,200.77,59.6,214.38,181.65,43.99,39.76,63.31,204.73,7.13,128.66,70.78,26.68,78.47,100.57,93.66,51.34,43.26,36.36,98.27,66.85,131.44,34.21,63.72,65.68,39.77,50.2769,59.97,28.6,184.78,81.08,58.63,189.43,69.49,179.63
79.09,11.88,67.33,118.25,66.15,27.22,65.38,44.09,42.03,48.23,30.27,36.55,48.8,55.2,160.75,38.22,107.44,174.24,64.55,20.64,139.26,2721.13,83.67,59.03,52.95,33.53,199.37,60.48,214.06,179.77,42.87,40.0,62.22,200.65,7.2,124.63,70.49,26.6,78.22,100.02,91.36,51.17,42.94,36.33,97.7,66.32,131.12,33.72,62.91,65.53,38.97,50.6959,59.23,28.66,176.4498,81.47,57.92,189.45,69.03,180.75
81.75,11.76,66.54,114.4,65.66,27.62,64.44,42.21,40.95,47.79,29.35,36.02,48.68,54.01,160.62,37.09,106.1,171.7,64.21,20.66,134.28,2620.29,82.3,58.94,53.18,33.59,196.77,60.7,214.56,175.94,39.56,39.95,60.27,201.06,7.22,122.02,67.99,26.06,77.57,100.12,85.61,49.69,42.97,35.59,95.84,65.75,129.27,33.82,77.65,64.39,38.59,50.3771,57.78,28.2,167.2274,81.67,58.29,188.54,69.6,175.96
80.04,11.8,67.21,117.73,66.94,27.05,64.44,43.29,41.98,47.55,29.55,36.89,49.5,55.56,163.07,38.545,108.39,174.65,64.05,21.33,134.49,2603.72,82.96,58.76,53.31,35.8,196.34,60.84,212.88,175.11,39.49,39.59,62.34,199.87,7.12,122.34,72.29,26.49,77.0,101.56,87.03,55.41,43.49,35.81,95.8,65.89,130.99,34.09,82.92,65.13,39.68,50.9601,58.37,28.13,166.3663,83.3,58.48,188.45,69.72,178.54
79.43,11.81,67.54,117.99,67.28,26.56,64.32,44.07,42.58,47.55,29.73,36.76,49.49,55.63,161.71,38.215,108.36,175.79,64.5,21.72,135.65,2646.63,83.43,58.95,53.06,36.24,191.42,61.27,213.24,175.17,40.19,39.21,62.57,200.36,7.12,123.34,73.02,26.73,77.24,101.42,86.25,55.42,43.33,36.02,96.95,66.12,131.35,34.65,86.23,65.24,40.08,51.0968,59.21,27.65,168.3166,82.35,57.9,189.73,69.36,178.61
80.29,11.89,67.99,117.63,65.88,26.5,64.06,44.6,43.07,47.87,29.62,38.17,49.39,55.17,161.11,38.165,108.4,175.74,64.74,22.0,136.73,2639.7,83.91,58.73,53.35,35.41,192.16,61.26,214.87,174.95,40.52,39.36,63.29,200.7,7.13,124.18,71.1,26.65,77.75,101.18,85.37,55.75,43.83,36.1,98.24,65.94,129.43,35.18,85.5,65.19,39.68,51.2334,61.17,27.49,171.3562,81.35,59.35,191.08,69.48,179.39
79.27,11.93,66.97,117.78,66.09,26.45,64.14,43.22,41.64,47.24,29.39,38.28,49.2,55.64,162.45,37.84,109.21,175.39,64.98,21.72,137.47,2642.66,83.85,58.75,53.14,33.45,193.98,61.36,213.02,170.25,40.44,39.26,62.14,202.71,7.42,123.59,70.44,26.24,77.16,100.48,84.67,55.46,43.38,35.88,97.66,66.18,128.96,35.5,84.58,64.71,39.18,50.7779,59.89,27.57,174.2194,82.15,55.9,193.76,69.29,179.47
76.62,11.61,67.21,118.08,66.56,25.67,64.29,43.77,42.11,47.46,29.09,37.42,49.45,56.21,161.96,37.595,109.24,170.75,67.72,21.41,138.42,2597.19,84.44,58.46,53.22,30.93,199.44,61.15,208.81,170.84,40.74,39.14,61.16,199.53,7.2,123.46,71.89,26.19,77.86,101.05,83.29,54.32,43.15,35.89,98.24,66.0,129.84,35.63,84.93,64.58,38.87,50.8781,58.0,27.67,172.0824,82.17,55.7,193.72,67.74,173.84
76.96,11.66,66.68,118.91,66.52,26.0,64.17,42.77,41.11,48.63,29.15,37.55,49.19,56.43,163.41,37.595,111.04,168.28,68.01,21.5,139.12,2533.24,84.46,58.99,52.15,31.83,197.03,61.55,212.37,171.59,41.59,39.32,61.29,199.57,7.18,123.45,71.22,25.58,78.56,101.47,81.13,54.47,43.7,36.13,98.75,66.14,129.89,36.09,83.07,64.97,38.87,50.9601,58.97,27.74,173.7941,82.33,55.94,195.05,68.25,174.82
77.25,11.56,66.62,119.95,67.09,26.05,63.98,42.67,41.15,49.51,29.39,37.15,50.5,57.08,163.58,38.055,111.67,169.14,68.4,21.86,139.38,2630.12,83.74,58.67,52.06,33.01,198.8,61.32,212.49,169.56,41.12,39.13,62.07,201.06,7.28,122.53,72.02,25.98,77.85,102.72,83.82,54.85,43.5,36.24,98.4,66.15,130.92,36.08,83.05,66.32,39.16,51.0057,60.46,27.73,172.767,82.88,58.09,193.52,68.41,175.55
75.31,11.42,66.01,118.23,66.14,25.32,63.56,42.1,40.74,49.26,29.16,36.48,48.15,56.09,161.73,37.175,111.66,167.0,68.18,21.43,140.2,2613.75,83.29,58.06,50.08,32.21,198.55,59.58,207.76,168.54,39.57,38.98,61.18,200.91,7.11,121.24,69.86,25.78,76.51,102.08,83.69,54.93,42.05,35.28,98.64,66.21,128.3,36.07,81.14,66.08,37.96,49.4206,58.28,27.45,174.4269,81.51,56.66,191.59,66.91,174.63
74.11,11.49,66.42,119.63,66.94,24.79,63.2,42.46,42.5,49.19,29.62,36.69,49.14,56.79,160.25,37.67,110.79,169.1,69.28,21.77,139.96,2614.91,83.27,57.03,50.0,32.7,198.9,58.61,206.6,167.58,39.74,38.81,61.92,201.05,7.1,120.64,70.3,26.01,75.38,101.86,82.15,54.89,42.12,35.69,98.12,65.92,128.75,36.63,81.73,66.48,38.49,49.5572,57.88,27.21,172.321,82.27,57.59,189.07,66.3,173.29
72.57,11.39,66.06,119.04,67.02,24.02,63.15,42.07,41.52,49.84,29.71,36.83,48.73,56.57,161.0,37.845,111.63,169.13,71.11,22.16,140.61,2645.0,83.56,56.75,50.0,31.6,198.43,57.97,205.46,167.01,39.7,38.8,62.84,201.87,6.9,121.57,70.87,26.02,74.8,102.51,82.93,56.05,41.83,35.61,99.05,65.61,127.9,36.18,82.21,66.9,38.53,49.2657,57.16,27.32,175.9518,82.22,59.39,188.35,64.59,173.55
73.07,11.44,66.2,117.98,66.53,24.13,63.43,42.14,41.63,50.09,30.1,36.37,48.63,56.14,161.39,38.515,111.58,169.53,70.68,22.29,141.61,2729.36,84.51,57.0,50.07,31.67,199.43,58.65,206.8,168.8,39.55,39.12,63.27,203.6,6.97,122.98,71.25,26.14,75.2,102.72,83.73,56.18,42.04,35.68,98.97,65.92,127.19,36.21,81.31,67.18,38.83,49.5208,57.36,27.38,176.4913,82.27,60.68,189.53,64.94,174.9
72.23,11.59,65.48,117.43,66.51,23.98,62.88,42.66,42.42,49.46,29.42,38.24,48.7,56.25,156.13,39.225,106.74,166.95,67.58,22.53,137.73,2603.25,82.52,56.66,49.57,30.6,193.84,58.07,203.62,164.64,38.68,38.9,64.62,202.06,6.81,119.36,70.91,25.59,73.13,101.28,81.39,54.96,41.78,35.66,97.13,64.4,125.88,35.22,78.77,66.9,39.35,49.293,54.48,26.92,174.5721,82.71,61.05,185.8,62.33,173.8
70.72,11.6,66.02,113.76,65.66,23.76,62.41,41.7,41.62,48.99,29.21,37.85,48.69,55.73,153.91,38.735,104.39,166.75,67.47,22.88,137.59,2599.79,81.97,56.59,49.78,29.54,193.44,58.26,200.58,165.82,38.29,38.74,63.91,199.95,6.64,120.68,69.31,25.02,73.81,99.11,78.47,54.75,41.64,35.27,97.63,64.22,123.75,35.56,80.18,65.94,39.32,49.3841,52.87,26.75,173.6488,81.18,61.09,186.51,61.11,171.86
69.67,11.33,66.61,113.0,66.72,23.31,61.46,41.92,42.16,48.43,29.46,37.84,48.29,56.68,155.04,37.585,104.92,166.89,65.53,22.36,139.12,2637.98,82.19,55.94,48.92,29.47,195.02,57.49,198.45,164.49,37.89,38.61,63.95,200.62,6.37,119.72,69.1,25.19,73.42,99.24,76.85,55.55,41.65,35.2,98.69,62.19,121.48,35.31,78.67,66.32,38.79,48.9104,51.13,26.29,174.2816,77.78,59.98,187.55,60.36,172.16
69.45,11.28,67.39,114.74,66.8,23.14,61.87,42.32,42.87,49.38,29.98,37.25,48.44,57.54,155.16,37.91,104.92,168.9,65.61,22.69,140.58,2688.93,83.74,56.38,48.85,30.58,197.15,57.46,198.4,164.94,38.59,38.63,63.99,202.59,6.46,120.85,70.18,25.53,73.51,100.1,76.11,56.77,41.91,35.44,99.69,61.51,123.08,35.35,80.6,66.95,38.86,49.293,52.17,26.34,175.4643,78.26,59.44,188.48,60.77,173.36
69.02,11.22,66.71,115.07,67.3,23.04,61.72,42.69,42.29,49.15,29.99,37.04,48.68,57.6,156.04,38.075,104.92,168.89,65.7,22.78,140.65,2669.02,83.28,56.39,49.04,30.57,197.89,57.39,196.78,163.66,38.66,38.57,63.83,203.4,6.45,119.85,70.31,25.66,73.26,100.45,77.07,56.99,42.28,35.61,98.21,61.15,123.49,35.43,81.48,67.34,39.34,49.3932,52.73,26.34,175.2672,79.12,59.99,188.15,60.57,171.56
68.31,11.26,65.4,113.96,66.41,22.78,61.79,41.87,41.63,48.64,29.91,36.29,48.64,57.03,155.43,37.23,104.92,167.49,63.64,22.2,139.12,2674.08,82.0,56.24,48.44,29.94,197.63,56.81,194.17,161.51,37.85,38.34,63.38,199.05,6.34,119.59,69.08,25.56,72.51,100.12,74.0,56.3,41.67,35.66,98.44,60.36,123.11,35.09,79.23,65.77,38.8,48.628,51.8,26.19,176.3149,77.56,58.46,186.2,59.99,172.89
69.08,11.44,65.73,113.22,65.57,22.94,61.23,41.5,40.77,48.76,27.76,37.79,49.05,55.97,153.06,36.565,103.44,163.06,63.25,21.69,140.6,2768.01,82.58,55.97,47.79,28.44,197.2,57.1,197.28,159.68,37.02,38.69,61.62,200.06,6.4,118.69,65.68,25.15,71.41,97.32,71.52,56.44,41.1,35.14,98.56,59.85,121.43,35.12,77.3,65.75,38.03,48.1361,52.99,25.72,179.0744,76.84,56.75,185.52,61.52,168.23
70.37,11.53,66.63,113.65,65.57,23.48,61.08,41.39,41.05,48.6,27.75,40.8,49.5,55.46,154.77,36.91,102.63,164.15,62.7,22.14,139.63,2722.33,82.32,55.92,48.71,28.86,197.09,56.79,201.26,159.09,37.23,38.25,62.68,197.44,6.57,117.81,65.59,25.25,71.51,95.28,71.89,55.95,41.51,35.01,101.3,59.88,121.2,34.56,77.88,65.84,38.54,48.9377,55.08,25.65,173.0368,77.28,56.79,184.93,62.18,169.2
69.74,11.44,67.67,116.65,66.71,23.23,61.38,42.49,41.65,49.41,28.8,40.43,50.71,57.36,157.98,37.635,105.66,168.29,63.18,22.82,141.6,2775.84,83.48,56.55,50.26,30.08,198.61,57.64,198.21,160.28,39.08,38.84,64.44,200.85,6.51,118.49,68.72,25.88,71.92,98.65,73.6,56.5,43.0,35.36,102.53,59.61,124.06,35.2,78.18,67.43,39.25,50.3133,58.21,25.73,172.1239,78.82,59.73,187.25,60.89,175.79
69.99,11.62,67.71,115.35,65.89,23.1,61.3,42.53,41.63,49.1,28.88,41.53,50.43,56.39,156.99,37.235,104.75,168.43,63.62,22.87,140.47,2756.69,84.09,56.36,50.18,29.38,196.61,57.63,198.54,156.18,39.27,38.35,64.23,198.3,6.54,117.2,68.37,25.7,71.34,96.56,74.42,57.24,42.93,35.1,101.22,59.0,122.92,35.11,80.56,67.41,39.35,49.876,55.69,25.72,172.3728,77.6,58.17,185.75,61.59,175.08
69.73,11.57,67.27,117.65,66.5,22.94,61.22,43.15,42.55,48.92,29.03,40.99,50.86,57.39,154.3,37.445,102.81,168.94,63.51,23.38,141.18,2788.55,82.86,55.46,50.52,30.08,196.56,57.11,198.19,156.99,39.83,37.18,65.22,199.16,6.5,117.17,70.72,25.84,70.99,97.24,76.7,57.89,43.04,35.15,100.51,59.15,123.71,35.3,85.35,67.77,39.79,50.1949,57.28,25.71,171.4807,78.0,58.95,183.22,61.8,176.59
67.86,11.67,66.16,117.51,66.43,22.69,61.34,42.51,42.66,49.09,28.58,39.9,50.79,57.4,156.08,37.595,105.91,168.55,63.52,23.51,139.03,2718.15,82.93,55.06,50.68,30.24,195.44,57.15,195.05,155.71,40.41,37.23,66.37,198.01,6.29,115.46,71.04,25.92,70.91,96.44,79.33,55.81,43.56,34.73,97.61,58.69,123.09,34.55,79.7,67.62,40.47,50.7324,57.43,25.82,170.9309,77.88,60.7,180.55,60.14,176.47
68.81,11.6,65.18,117.29,66.31,22.87,61.4,42.12,42.19,49.21,27.92,40.88,50.33,57.29,153.61,37.485,104.05,168.77,63.03,23.12,138.11,2702.84,82.87,55.57,51.17,30.57,194.34,57.35,196.65,155.16,39.69,37.43,66.32,197.74,6.46,115.42,70.71,25.73,70.11,95.76,78.7,55.56,43.37,34.86,99.43,58.1,123.3,34.84,79.04,67.38,40.42,50.7324,57.03,25.36,170.4225,78.97,60.03,181.59,60.5,176.11
68.03,11.54,64.58,116.34,66.13,22.67,61.37,42.5,42.21,49.33,27.83,41.05,49.56,57.05,152.41,37.635,102.04,167.46,63.01,23.21,138.65,2702.64,83.03,55.33,50.62,29.67,194.78,57.42,194.64,153.09,39.51,37.54,67.03,198.29,6.47,116.46,71.04,25.72,70.16,96.22,78.45,56.2,42.3,34.76,100.16,57.51,123.98,30.93,81.95,67.4,40.43,50.3315,56.72,25.33,170.2462,79.05,60.05,181.18,59.87,172.52
68.01,11.5,64.59,116.36,65.79,22.6,61.64,43.72,42.76,49.23,27.69,42.71,49.55,56.99,152.26,36.7,102.03,167.35,62.93,22.3,139.35,2754.87,84.72,55.53,50.15,29.58,195.23,57.54,194.59,153.7,39.8,37.58,65.86,198.07,6.48,116.56,72.22,25.79,69.99,96.19,79.64,57.0,41.89,34.74,101.26,57.4,123.97,30.32,86.96,67.28,39.74,49.7576,55.9,25.52,172.1965,78.83,59.62,181.48,60.17,173.25
66.63,11.24,64.84,118.24,66.42,22.36,61.8,43.91,43.51,49.26,27.88,42.05,49.7,57.27,153.21,37.25,102.5,169.02,62.22,22.57,139.23,2750.32,84.62,55.32,49.94,30.44,196.22,56.85,192.92,154.3,39.82,37.65,66.79,197.65,6.46,117.21,74.25,25.8,69.96,97.76,80.42,56.48,41.92,34.91,100.46,57.63,124.82,31.65,84.91,67.75,39.99,49.621,57.35,25.66,172.238,79.84,60.05,180.2,59.77,174.29
66.87,11.13,65.04,118.27,66.31,22.37,60.41,44.7,44.1,49.09,27.72,41.63,49.94,57.64,155.49,36.965,103.61,171.24,62.76,22.16,139.85,2758.4,85.87,55.0,49.16,30.96,196.4,56.49,192.95,153.25,40.23,37.29,66.19,198.05,6.48,117.02,74.97,25.67,71.1,98.8,78.04,56.0,41.14,35.08,101.68,58.41,125.18,31.27,87.76,67.36,39.7,49.5936,57.78,25.48,175.3398,79.92,59.57,182.49,59.43,175.78
66.63,10.98,64.96,118.61,66.69,21.79,60.0,44.75,44.17,48.4,28.06,41.82,49.82,58.05,155.89,36.8,103.5,172.49,62.12,22.42,139.12,2747.75,86.59,54.45,49.23,33.37,193.96,56.41,191.54,153.13,40.13,37.11,66.2,198.07,6.44,116.6,75.04,25.53,71.77,99.45,78.85,55.4,41.09,35.33,101.16,58.4,125.83,30.66,87.44,67.24,39.99,49.6119,57.23,25.42,176.0141,80.58,61.21,181.68,59.05,176.04
67.3,11.1,64.73,119.1,66.21,22.05,60.28,43.88,44.28,46.6,28.43,41.91,49.06,58.26,156.99,36.28,103.53,173.0,61.8,21.97,137.97,2719.92,87.15,54.34,49.47,33.23,190.91,56.55,192.25,152.06,40.73,36.53,65.39,198.54,6.46,115.22,75.22,25.04,71.14,99.43,79.12,54.72,41.2,35.35,100.88,58.03,125.88,30.69,85.53,67.18,39.75,48.9651,55.37,25.73,177.6428,80.71,61.1,181.5,59.22,175.04
